N,K,Min Ratio,Average Ratio,Max Ratio,Min Time,Average Time,Max Time,Standard Deviation (Ratio),Standard Deviation (Time)
50,2,1.073,1.073,1.073,0.012,0.012,0.012,0.000,0.000
50,2,1.004,1.004,1.004,0.015,0.015,0.015,0.000,0.000
50,2,1.126,1.126,1.126,0.011,0.011,0.011,0.000,0.000
50,2,1.150,1.150,1.150,0.012,0.012,0.012,0.000,0.000
50,2,1.108,1.108,1.108,0.012,0.012,0.012,0.000,0.000
50,2,1.057,1.057,1.057,0.011,0.011,0.011,0.000,0.000
50,2,1.142,1.142,1.142,0.015,0.015,0.015,0.000,0.000
50,2,1.010,1.010,1.010,0.013,0.013,0.013,0.000,0.000
50,2,1.100,1.100,1.100,0.011,0.011,0.011,0.000,0.000
50,2,1.081,1.081,1.081,0.016,0.016,0.016,0.000,0.000
50,2,1.322,1.322,1.322,0.013,0.013,0.013,0.000,0.000
50,2,1.088,1.088,1.088,0.011,0.011,0.011,0.000,0.000
50,2,1.123,1.123,1.123,0.013,0.013,0.013,0.000,0.000
50,2,1.159,1.159,1.159,0.012,0.012,0.012,0.000,0.000
50,2,1.089,1.089,1.089,0.012,0.012,0.012,0.000,0.000
50,2,1.021,1.021,1.021,0.013,0.013,0.013,0.000,0.000
50,2,1.197,1.197,1.197,0.012,0.012,0.012,0.000,0.000
50,2,1.122,1.122,1.122,0.013,0.013,0.013,0.000,0.000
50,2,1.018,1.018,1.018,0.013,0.013,0.013,0.000,0.000
50,2,1.065,1.065,1.065,0.013,0.013,0.013,0.000,0.000
50,2,1.034,1.034,1.034,0.013,0.013,0.013,0.000,0.000
50,2,1.063,1.063,1.063,0.014,0.014,0.014,0.000,0.000
50,2,1.037,1.037,1.037,0.011,0.011,0.011,0.000,0.000
50,2,1.189,1.189,1.189,0.013,0.013,0.013,0.000,0.000
50,2,1.085,1.085,1.085,0.011,0.011,0.011,0.000,0.000
50,2,1.174,1.174,1.174,0.012,0.012,0.012,0.000,0.000
50,2,1.051,1.051,1.051,0.011,0.011,0.011,0.000,0.000
50,2,1.000,1.000,1.000,0.012,0.012,0.012,0.000,0.000
50,2,1.165,1.165,1.165,0.011,0.011,0.011,0.000,0.000
50,2,1.132,1.132,1.132,0.012,0.012,0.012,0.000,0.000
50,2,1.063,1.063,1.063,0.012,0.012,0.012,0.000,0.000
50,2,1.022,1.022,1.022,0.012,0.012,0.012,0.000,0.000
50,2,1.106,1.106,1.106,0.015,0.015,0.015,0.000,0.000
50,2,1.078,1.078,1.078,0.013,0.013,0.013,0.000,0.000
50,2,1.106,1.106,1.106,0.012,0.012,0.012,0.000,0.000
50,2,1.119,1.119,1.119,0.011,0.011,0.011,0.000,0.000
50,2,1.017,1.017,1.017,0.013,0.013,0.013,0.000,0.000
50,2,1.167,1.167,1.167,0.012,0.012,0.012,0.000,0.000
50,2,1.225,1.225,1.225,0.013,0.013,0.013,0.000,0.000
50,2,1.249,1.249,1.249,0.014,0.014,0.014,0.000,0.000
50,2,1.055,1.055,1.055,0.011,0.011,0.011,0.000,0.000
50,2,1.095,1.095,1.095,0.013,0.013,0.013,0.000,0.000
50,2,1.008,1.008,1.008,0.014,0.014,0.014,0.000,0.000
50,2,1.060,1.060,1.060,0.015,0.015,0.015,0.000,0.000
50,2,1.051,1.051,1.051,0.015,0.015,0.015,0.000,0.000
50,2,1.052,1.052,1.052,0.011,0.011,0.011,0.000,0.000
50,2,1.058,1.058,1.058,0.012,0.012,0.012,0.000,0.000
50,2,1.041,1.041,1.041,0.014,0.014,0.014,0.000,0.000
50,2,1.295,1.295,1.295,0.012,0.012,0.012,0.000,0.000
50,2,1.009,1.009,1.009,0.012,0.012,0.012,0.000,0.000
50,2,1.095,1.095,1.095,0.011,0.011,0.011,0.000,0.000
50,2,1.111,1.111,1.111,0.016,0.016,0.016,0.000,0.000
50,2,1.234,1.234,1.234,0.012,0.012,0.012,0.000,0.000
50,2,1.180,1.180,1.180,0.011,0.011,0.011,0.000,0.000
50,2,1.042,1.042,1.042,0.013,0.013,0.013,0.000,0.000
50,2,1.033,1.033,1.033,0.012,0.012,0.012,0.000,0.000
50,3,1.198,1.198,1.198,0.011,0.011,0.011,0.000,0.000
50,3,1.138,1.138,1.138,0.011,0.011,0.011,0.000,0.000
50,3,1.149,1.149,1.149,0.012,0.012,0.012,0.000,0.000
50,3,1.092,1.092,1.092,0.014,0.014,0.014,0.000,0.000
50,3,1.066,1.066,1.066,0.011,0.011,0.011,0.000,0.000
50,3,1.119,1.119,1.119,0.011,0.011,0.011,0.000,0.000
50,3,1.194,1.194,1.194,0.013,0.013,0.013,0.000,0.000
50,3,1.010,1.010,1.010,0.013,0.013,0.013,0.000,0.000
50,3,1.147,1.147,1.147,0.015,0.015,0.015,0.000,0.000
50,3,1.123,1.123,1.123,0.015,0.015,0.015,0.000,0.000
50,3,1.093,1.093,1.093,0.013,0.013,0.013,0.000,0.000
50,3,1.054,1.054,1.054,0.011,0.011,0.011,0.000,0.000
50,3,1.018,1.018,1.018,0.011,0.011,0.011,0.000,0.000
50,3,1.150,1.150,1.150,0.015,0.015,0.015,0.000,0.000
50,3,1.016,1.016,1.016,0.014,0.014,0.014,0.000,0.000
50,3,1.069,1.069,1.069,0.011,0.011,0.011,0.000,0.000
50,3,1.190,1.190,1.190,0.012,0.012,0.012,0.000,0.000
50,3,1.205,1.205,1.205,0.011,0.011,0.011,0.000,0.000
50,3,1.104,1.104,1.104,0.011,0.011,0.011,0.000,0.000
50,3,1.034,1.034,1.034,0.015,0.015,0.015,0.000,0.000
50,3,1.149,1.149,1.149,0.013,0.013,0.013,0.000,0.000
50,3,1.068,1.068,1.068,0.017,0.017,0.017,0.000,0.000
50,3,1.149,1.149,1.149,0.011,0.011,0.011,0.000,0.000
50,3,1.165,1.165,1.165,0.012,0.012,0.012,0.000,0.000
50,3,1.145,1.145,1.145,0.011,0.011,0.011,0.000,0.000
50,3,1.160,1.160,1.160,0.011,0.011,0.011,0.000,0.000
50,3,1.125,1.125,1.125,0.012,0.012,0.012,0.000,0.000
50,3,1.189,1.189,1.189,0.014,0.014,0.014,0.000,0.000
50,3,1.078,1.078,1.078,0.012,0.012,0.012,0.000,0.000
50,3,1.086,1.086,1.086,0.011,0.011,0.011,0.000,0.000
50,3,1.102,1.102,1.102,0.012,0.012,0.012,0.000,0.000
50,3,1.019,1.019,1.019,0.013,0.013,0.013,0.000,0.000
50,3,1.054,1.054,1.054,0.011,0.011,0.011,0.000,0.000
50,3,1.033,1.033,1.033,0.012,0.012,0.012,0.000,0.000
50,3,1.014,1.014,1.014,0.023,0.023,0.023,0.000,0.000
50,3,1.186,1.186,1.186,0.013,0.013,0.013,0.000,0.000
50,3,1.025,1.025,1.025,0.013,0.013,0.013,0.000,0.000
50,3,1.024,1.024,1.024,0.014,0.014,0.014,0.000,0.000
50,3,1.106,1.106,1.106,0.012,0.012,0.012,0.000,0.000
50,3,1.083,1.083,1.083,0.017,0.017,0.017,0.000,0.000
50,3,1.006,1.006,1.006,0.011,0.011,0.011,0.000,0.000
50,3,1.026,1.026,1.026,0.012,0.012,0.012,0.000,0.000
50,3,1.086,1.086,1.086,0.012,0.012,0.012,0.000,0.000
50,3,1.128,1.128,1.128,0.012,0.012,0.012,0.000,0.000
50,3,1.093,1.093,1.093,0.012,0.012,0.012,0.000,0.000
50,3,1.122,1.122,1.122,0.011,0.011,0.011,0.000,0.000
50,3,1.179,1.179,1.179,0.012,0.012,0.012,0.000,0.000
50,3,1.072,1.072,1.072,0.016,0.016,0.016,0.000,0.000
50,3,1.058,1.058,1.058,0.012,0.012,0.012,0.000,0.000
50,3,1.046,1.046,1.046,0.011,0.011,0.011,0.000,0.000
50,3,1.062,1.062,1.062,0.014,0.014,0.014,0.000,0.000
50,3,1.010,1.010,1.010,0.011,0.011,0.011,0.000,0.000
50,3,1.018,1.018,1.018,0.011,0.011,0.011,0.000,0.000
50,3,1.115,1.115,1.115,0.011,0.011,0.011,0.000,0.000
50,3,1.047,1.047,1.047,0.014,0.014,0.014,0.000,0.000
50,3,1.233,1.233,1.233,0.013,0.013,0.013,0.000,0.000
50,3,1.069,1.069,1.069,0.011,0.011,0.011,0.000,0.000
50,3,1.213,1.213,1.213,0.017,0.017,0.017,0.000,0.000
50,3,1.050,1.050,1.050,0.012,0.012,0.012,0.000,0.000
50,3,1.188,1.188,1.188,0.012,0.012,0.012,0.000,0.000
50,3,1.102,1.102,1.102,0.012,0.012,0.012,0.000,0.000
50,3,1.135,1.135,1.135,0.016,0.016,0.016,0.000,0.000
50,3,1.106,1.106,1.106,0.011,0.011,0.011,0.000,0.000
50,3,1.041,1.041,1.041,0.012,0.012,0.012,0.000,0.000
50,3,1.050,1.050,1.050,0.012,0.012,0.012,0.000,0.000
50,3,1.285,1.285,1.285,0.012,0.012,0.012,0.000,0.000
50,3,1.118,1.118,1.118,0.011,0.011,0.011,0.000,0.000
50,3,1.191,1.191,1.191,0.016,0.016,0.016,0.000,0.000
50,3,1.356,1.356,1.356,0.017,0.017,0.017,0.000,0.000
50,3,1.247,1.247,1.247,0.012,0.012,0.012,0.000,0.000
50,3,1.054,1.054,1.054,0.014,0.014,0.014,0.000,0.000
50,3,1.061,1.061,1.061,0.013,0.013,0.013,0.000,0.000
50,3,1.201,1.201,1.201,0.013,0.013,0.013,0.000,0.000
50,3,1.241,1.241,1.241,0.012,0.012,0.012,0.000,0.000
50,3,1.135,1.135,1.135,0.012,0.012,0.012,0.000,0.000
50,3,1.052,1.052,1.052,0.012,0.012,0.012,0.000,0.000
50,3,1.138,1.138,1.138,0.013,0.013,0.013,0.000,0.000
50,3,1.211,1.211,1.211,0.012,0.012,0.012,0.000,0.000
50,3,1.048,1.048,1.048,0.012,0.012,0.012,0.000,0.000
50,3,1.107,1.107,1.107,0.012,0.012,0.012,0.000,0.000
50,3,1.146,1.146,1.146,0.012,0.012,0.012,0.000,0.000
50,3,1.106,1.106,1.106,0.012,0.012,0.012,0.000,0.000
50,3,1.112,1.112,1.112,0.011,0.011,0.011,0.000,0.000
50,3,1.088,1.088,1.088,0.014,0.014,0.014,0.000,0.000
50,3,1.039,1.039,1.039,0.012,0.012,0.012,0.000,0.000
50,3,1.184,1.184,1.184,0.012,0.012,0.012,0.000,0.000
50,3,1.037,1.037,1.037,0.012,0.012,0.012,0.000,0.000
50,3,1.075,1.075,1.075,0.013,0.013,0.013,0.000,0.000
50,3,1.031,1.031,1.031,0.012,0.012,0.012,0.000,0.000
50,3,1.078,1.078,1.078,0.012,0.012,0.012,0.000,0.000
50,3,1.173,1.173,1.173,0.017,0.017,0.017,0.000,0.000
50,3,1.084,1.084,1.084,0.012,0.012,0.012,0.000,0.000
50,3,1.108,1.108,1.108,0.011,0.011,0.011,0.000,0.000
50,3,1.020,1.020,1.020,0.012,0.012,0.012,0.000,0.000
50,3,1.178,1.178,1.178,0.015,0.015,0.015,0.000,0.000
50,3,1.062,1.062,1.062,0.018,0.018,0.018,0.000,0.000
50,3,1.076,1.076,1.076,0.012,0.012,0.012,0.000,0.000
50,3,1.139,1.139,1.139,0.011,0.011,0.011,0.000,0.000
50,3,1.086,1.086,1.086,0.012,0.012,0.012,0.000,0.000
50,3,1.117,1.117,1.117,0.015,0.015,0.015,0.000,0.000
50,4,1.203,1.203,1.203,0.013,0.013,0.013,0.000,0.000
50,4,1.169,1.169,1.169,0.012,0.012,0.012,0.000,0.000
50,4,1.331,1.331,1.331,0.018,0.018,0.018,0.000,0.000
50,4,1.123,1.123,1.123,0.013,0.013,0.013,0.000,0.000
50,4,1.171,1.171,1.171,0.011,0.011,0.011,0.000,0.000
50,4,1.103,1.103,1.103,0.012,0.012,0.012,0.000,0.000
50,4,1.241,1.241,1.241,0.011,0.011,0.011,0.000,0.000
50,4,1.134,1.134,1.134,0.012,0.012,0.012,0.000,0.000
50,4,1.174,1.174,1.174,0.015,0.015,0.015,0.000,0.000
50,4,1.114,1.114,1.114,0.013,0.013,0.013,0.000,0.000
50,4,1.144,1.144,1.144,0.011,0.011,0.011,0.000,0.000
50,4,1.164,1.164,1.164,0.011,0.011,0.011,0.000,0.000
50,4,1.063,1.063,1.063,0.011,0.011,0.011,0.000,0.000
50,4,1.048,1.048,1.048,0.014,0.014,0.014,0.000,0.000
50,4,1.069,1.069,1.069,0.013,0.013,0.013,0.000,0.000
50,4,1.035,1.035,1.035,0.016,0.016,0.016,0.000,0.000
50,4,1.064,1.064,1.064,0.017,0.017,0.017,0.000,0.000
50,4,1.073,1.073,1.073,0.013,0.013,0.013,0.000,0.000
50,4,1.029,1.029,1.029,0.011,0.011,0.011,0.000,0.000
50,4,1.177,1.177,1.177,0.011,0.011,0.011,0.000,0.000
50,4,1.057,1.057,1.057,0.012,0.012,0.012,0.000,0.000
50,4,1.300,1.300,1.300,0.012,0.012,0.012,0.000,0.000
50,4,1.026,1.026,1.026,0.014,0.014,0.014,0.000,0.000
50,4,1.037,1.037,1.037,0.012,0.012,0.012,0.000,0.000
50,4,1.183,1.183,1.183,0.013,0.013,0.013,0.000,0.000
50,4,1.055,1.055,1.055,0.012,0.012,0.012,0.000,0.000
50,4,1.133,1.133,1.133,0.014,0.014,0.014,0.000,0.000
50,4,1.117,1.117,1.117,0.011,0.011,0.011,0.000,0.000
50,4,1.111,1.111,1.111,0.012,0.012,0.012,0.000,0.000
50,4,1.050,1.050,1.050,0.013,0.013,0.013,0.000,0.000
50,4,1.029,1.029,1.029,0.015,0.015,0.015,0.000,0.000
50,4,1.076,1.076,1.076,0.012,0.012,0.012,0.000,0.000
50,4,1.102,1.102,1.102,0.014,0.014,0.014,0.000,0.000
50,4,1.194,1.194,1.194,0.018,0.018,0.018,0.000,0.000
50,4,1.095,1.095,1.095,0.011,0.011,0.011,0.000,0.000
50,4,1.274,1.274,1.274,0.017,0.017,0.017,0.000,0.000
50,4,1.129,1.129,1.129,0.013,0.013,0.013,0.000,0.000
50,4,1.101,1.101,1.101,0.016,0.016,0.016,0.000,0.000
50,4,1.185,1.185,1.185,0.011,0.011,0.011,0.000,0.000
50,4,1.115,1.115,1.115,0.012,0.012,0.012,0.000,0.000
50,4,1.201,1.201,1.201,0.011,0.011,0.011,0.000,0.000
50,4,1.099,1.099,1.099,0.018,0.018,0.018,0.000,0.000
50,4,1.112,1.112,1.112,0.018,0.018,0.018,0.000,0.000
50,4,1.050,1.050,1.050,0.014,0.014,0.014,0.000,0.000
50,4,1.135,1.135,1.135,0.015,0.015,0.015,0.000,0.000
50,4,1.050,1.050,1.050,0.012,0.012,0.012,0.000,0.000
50,4,1.114,1.114,1.114,0.013,0.013,0.013,0.000,0.000
50,4,1.071,1.071,1.071,0.018,0.018,0.018,0.000,0.000
50,4,1.102,1.102,1.102,0.012,0.012,0.012,0.000,0.000
50,4,1.046,1.046,1.046,0.011,0.011,0.011,0.000,0.000
50,4,1.076,1.076,1.076,0.012,0.012,0.012,0.000,0.000
50,4,1.011,1.011,1.011,0.011,0.011,0.011,0.000,0.000
50,4,1.104,1.104,1.104,0.012,0.012,0.012,0.000,0.000
50,4,1.095,1.095,1.095,0.011,0.011,0.011,0.000,0.000
50,4,1.083,1.083,1.083,0.011,0.011,0.011,0.000,0.000
50,4,1.134,1.134,1.134,0.011,0.011,0.011,0.000,0.000
50,4,1.189,1.189,1.189,0.013,0.013,0.013,0.000,0.000
50,4,1.061,1.061,1.061,0.011,0.011,0.011,0.000,0.000
50,4,1.318,1.318,1.318,0.012,0.012,0.012,0.000,0.000
50,4,1.240,1.240,1.240,0.011,0.011,0.011,0.000,0.000
50,4,1.038,1.038,1.038,0.014,0.014,0.014,0.000,0.000
50,4,1.157,1.157,1.157,0.011,0.011,0.011,0.000,0.000
50,4,1.064,1.064,1.064,0.012,0.012,0.012,0.000,0.000
50,4,1.070,1.070,1.070,0.011,0.011,0.011,0.000,0.000
50,4,1.151,1.151,1.151,0.011,0.011,0.011,0.000,0.000
50,4,1.217,1.217,1.217,0.013,0.013,0.013,0.000,0.000
50,4,1.238,1.238,1.238,0.015,0.015,0.015,0.000,0.000
50,4,1.208,1.208,1.208,0.011,0.011,0.011,0.000,0.000
50,4,1.035,1.035,1.035,0.012,0.012,0.012,0.000,0.000
50,4,1.228,1.228,1.228,0.012,0.012,0.012,0.000,0.000
50,4,1.123,1.123,1.123,0.011,0.011,0.011,0.000,0.000
50,4,1.137,1.137,1.137,0.011,0.011,0.011,0.000,0.000
50,4,1.004,1.004,1.004,0.015,0.015,0.015,0.000,0.000
50,4,1.061,1.061,1.061,0.011,0.011,0.011,0.000,0.000
50,4,1.045,1.045,1.045,0.011,0.011,0.011,0.000,0.000
50,4,1.307,1.307,1.307,0.016,0.016,0.016,0.000,0.000
50,4,1.081,1.081,1.081,0.011,0.011,0.011,0.000,0.000
50,4,1.005,1.005,1.005,0.012,0.012,0.012,0.000,0.000
50,4,1.060,1.060,1.060,0.015,0.015,0.015,0.000,0.000
50,4,1.052,1.052,1.052,0.012,0.012,0.012,0.000,0.000
50,4,1.035,1.035,1.035,0.011,0.011,0.011,0.000,0.000
50,4,1.134,1.134,1.134,0.016,0.016,0.016,0.000,0.000
50,4,1.136,1.136,1.136,0.011,0.011,0.011,0.000,0.000
50,4,1.089,1.089,1.089,0.012,0.012,0.012,0.000,0.000
50,4,1.139,1.139,1.139,0.016,0.016,0.016,0.000,0.000
50,4,1.083,1.083,1.083,0.011,0.011,0.011,0.000,0.000
50,4,1.165,1.165,1.165,0.013,0.013,0.013,0.000,0.000
50,4,1.052,1.052,1.052,0.011,0.011,0.011,0.000,0.000
50,4,1.231,1.231,1.231,0.012,0.012,0.012,0.000,0.000
50,4,1.136,1.136,1.136,0.014,0.014,0.014,0.000,0.000
50,4,1.155,1.155,1.155,0.012,0.012,0.012,0.000,0.000
50,4,1.040,1.040,1.040,0.012,0.012,0.012,0.000,0.000
50,4,1.248,1.248,1.248,0.012,0.012,0.012,0.000,0.000
50,4,1.063,1.063,1.063,0.014,0.014,0.014,0.000,0.000
50,4,1.109,1.109,1.109,0.012,0.012,0.012,0.000,0.000
50,4,1.131,1.131,1.131,0.012,0.012,0.012,0.000,0.000
50,4,1.223,1.223,1.223,0.012,0.012,0.012,0.000,0.000
50,4,1.040,1.040,1.040,0.013,0.013,0.013,0.000,0.000
50,4,1.425,1.425,1.425,0.011,0.011,0.011,0.000,0.000
50,4,1.085,1.085,1.085,0.016,0.016,0.016,0.000,0.000
50,5,1.195,1.195,1.195,0.015,0.015,0.015,0.000,0.000
50,5,1.094,1.094,1.094,0.013,0.013,0.013,0.000,0.000
50,5,1.093,1.093,1.093,0.012,0.012,0.012,0.000,0.000
50,5,1.052,1.052,1.052,0.015,0.015,0.015,0.000,0.000
50,5,1.067,1.067,1.067,0.011,0.011,0.011,0.000,0.000
50,5,1.104,1.104,1.104,0.012,0.012,0.012,0.000,0.000
50,5,1.095,1.095,1.095,0.013,0.013,0.013,0.000,0.000
50,5,1.075,1.075,1.075,0.011,0.011,0.011,0.000,0.000
50,5,1.110,1.110,1.110,0.011,0.011,0.011,0.000,0.000
50,5,1.285,1.285,1.285,0.015,0.015,0.015,0.000,0.000
50,5,1.075,1.075,1.075,0.012,0.012,0.012,0.000,0.000
50,5,1.056,1.056,1.056,0.018,0.018,0.018,0.000,0.000
50,5,1.047,1.047,1.047,0.014,0.014,0.014,0.000,0.000
50,5,1.119,1.119,1.119,0.011,0.011,0.011,0.000,0.000
50,5,1.263,1.263,1.263,0.014,0.014,0.014,0.000,0.000
50,5,1.106,1.106,1.106,0.014,0.014,0.014,0.000,0.000
50,5,1.055,1.055,1.055,0.012,0.012,0.012,0.000,0.000
50,5,1.083,1.083,1.083,0.011,0.011,0.011,0.000,0.000
50,5,1.102,1.102,1.102,0.016,0.016,0.016,0.000,0.000
50,5,1.138,1.138,1.138,0.014,0.014,0.014,0.000,0.000
50,5,1.069,1.069,1.069,0.012,0.012,0.012,0.000,0.000
50,5,1.232,1.232,1.232,0.017,0.017,0.017,0.000,0.000
50,5,1.170,1.170,1.170,0.013,0.013,0.013,0.000,0.000
50,5,1.000,1.000,1.000,0.011,0.011,0.011,0.000,0.000
50,5,1.082,1.082,1.082,0.012,0.012,0.012,0.000,0.000
50,5,1.205,1.205,1.205,0.011,0.011,0.011,0.000,0.000
50,5,1.094,1.094,1.094,0.013,0.013,0.013,0.000,0.000
50,5,1.085,1.085,1.085,0.012,0.012,0.012,0.000,0.000
50,5,1.021,1.021,1.021,0.014,0.014,0.014,0.000,0.000
50,5,1.176,1.176,1.176,0.016,0.016,0.016,0.000,0.000
50,5,1.335,1.335,1.335,0.017,0.017,0.017,0.000,0.000
50,5,1.070,1.070,1.070,0.011,0.011,0.011,0.000,0.000
50,5,1.197,1.197,1.197,0.013,0.013,0.013,0.000,0.000
50,5,1.118,1.118,1.118,0.011,0.011,0.011,0.000,0.000
50,5,1.158,1.158,1.158,0.012,0.012,0.012,0.000,0.000
50,5,1.208,1.208,1.208,0.014,0.014,0.014,0.000,0.000
50,5,1.118,1.118,1.118,0.014,0.014,0.014,0.000,0.000
50,5,1.127,1.127,1.127,0.012,0.012,0.012,0.000,0.000
50,5,1.078,1.078,1.078,0.012,0.012,0.012,0.000,0.000
50,5,1.069,1.069,1.069,0.014,0.014,0.014,0.000,0.000
50,5,1.102,1.102,1.102,0.019,0.019,0.019,0.000,0.000
50,5,1.100,1.100,1.100,0.012,0.012,0.012,0.000,0.000
50,5,1.090,1.090,1.090,0.013,0.013,0.013,0.000,0.000
50,5,1.163,1.163,1.163,0.015,0.015,0.015,0.000,0.000
50,5,1.070,1.070,1.070,0.015,0.015,0.015,0.000,0.000
50,5,1.074,1.074,1.074,0.011,0.011,0.011,0.000,0.000
50,5,1.066,1.066,1.066,0.014,0.014,0.014,0.000,0.000
50,5,1.056,1.056,1.056,0.011,0.011,0.011,0.000,0.000
50,5,1.068,1.068,1.068,0.014,0.014,0.014,0.000,0.000
50,5,1.080,1.080,1.080,0.013,0.013,0.013,0.000,0.000
50,5,1.071,1.071,1.071,0.012,0.012,0.012,0.000,0.000
50,5,1.189,1.189,1.189,0.012,0.012,0.012,0.000,0.000
50,5,1.090,1.090,1.090,0.013,0.013,0.013,0.000,0.000
50,5,1.084,1.084,1.084,0.011,0.011,0.011,0.000,0.000
50,5,1.182,1.182,1.182,0.017,0.017,0.017,0.000,0.000
50,5,1.145,1.145,1.145,0.012,0.012,0.012,0.000,0.000
50,5,1.144,1.144,1.144,0.015,0.015,0.015,0.000,0.000
50,5,1.179,1.179,1.179,0.013,0.013,0.013,0.000,0.000
50,5,1.147,1.147,1.147,0.014,0.014,0.014,0.000,0.000
50,5,1.119,1.119,1.119,0.016,0.016,0.016,0.000,0.000
50,5,1.082,1.082,1.082,0.011,0.011,0.011,0.000,0.000
50,5,1.233,1.233,1.233,0.017,0.017,0.017,0.000,0.000
50,5,1.079,1.079,1.079,0.012,0.012,0.012,0.000,0.000
50,5,1.145,1.145,1.145,0.012,0.012,0.012,0.000,0.000
50,5,1.033,1.033,1.033,0.011,0.011,0.011,0.000,0.000
50,5,1.099,1.099,1.099,0.011,0.011,0.011,0.000,0.000
50,5,1.118,1.118,1.118,0.017,0.017,0.017,0.000,0.000
50,5,1.174,1.174,1.174,0.012,0.012,0.012,0.000,0.000
50,5,1.120,1.120,1.120,0.012,0.012,0.012,0.000,0.000
50,5,1.127,1.127,1.127,0.016,0.016,0.016,0.000,0.000
50,5,1.107,1.107,1.107,0.011,0.011,0.011,0.000,0.000
50,5,1.054,1.054,1.054,0.012,0.012,0.012,0.000,0.000
50,5,1.110,1.110,1.110,0.014,0.014,0.014,0.000,0.000
50,5,1.068,1.068,1.068,0.011,0.011,0.011,0.000,0.000
50,5,1.101,1.101,1.101,0.012,0.012,0.012,0.000,0.000
50,5,1.223,1.223,1.223,0.012,0.012,0.012,0.000,0.000
50,5,1.052,1.052,1.052,0.011,0.011,0.011,0.000,0.000
50,5,1.325,1.325,1.325,0.015,0.015,0.015,0.000,0.000
50,5,1.171,1.171,1.171,0.015,0.015,0.015,0.000,0.000
50,5,1.149,1.149,1.149,0.013,0.013,0.013,0.000,0.000
50,5,1.102,1.102,1.102,0.011,0.011,0.011,0.000,0.000
50,5,1.175,1.175,1.175,0.011,0.011,0.011,0.000,0.000
50,5,1.050,1.050,1.050,0.016,0.016,0.016,0.000,0.000
50,5,1.135,1.135,1.135,0.013,0.013,0.013,0.000,0.000
50,5,1.185,1.185,1.185,0.011,0.011,0.011,0.000,0.000
50,5,1.040,1.040,1.040,0.013,0.013,0.013,0.000,0.000
50,5,1.110,1.110,1.110,0.012,0.012,0.012,0.000,0.000
50,5,1.031,1.031,1.031,0.013,0.013,0.013,0.000,0.000
50,5,1.174,1.174,1.174,0.012,0.012,0.012,0.000,0.000
50,5,1.175,1.175,1.175,0.012,0.012,0.012,0.000,0.000
50,5,1.192,1.192,1.192,0.018,0.018,0.018,0.000,0.000
50,5,1.106,1.106,1.106,0.014,0.014,0.014,0.000,0.000
50,5,1.104,1.104,1.104,0.014,0.014,0.014,0.000,0.000
50,5,1.244,1.244,1.244,0.013,0.013,0.013,0.000,0.000
50,5,1.043,1.043,1.043,0.011,0.011,0.011,0.000,0.000
50,5,1.030,1.030,1.030,0.013,0.013,0.013,0.000,0.000
50,5,1.093,1.093,1.093,0.011,0.011,0.011,0.000,0.000
50,5,1.196,1.196,1.196,0.012,0.012,0.012,0.000,0.000
50,5,1.045,1.045,1.045,0.012,0.012,0.012,0.000,0.000
50,5,1.165,1.165,1.165,0.011,0.011,0.011,0.000,0.000
50,6,1.110,1.110,1.110,0.012,0.012,0.012,0.000,0.000
50,6,1.106,1.106,1.106,0.013,0.013,0.013,0.000,0.000
50,6,1.117,1.117,1.117,0.013,0.013,0.013,0.000,0.000
50,6,1.173,1.173,1.173,0.014,0.014,0.014,0.000,0.000
50,6,1.137,1.137,1.137,0.013,0.013,0.013,0.000,0.000
50,6,1.156,1.156,1.156,0.012,0.012,0.012,0.000,0.000
50,6,1.157,1.157,1.157,0.014,0.014,0.014,0.000,0.000
50,6,1.022,1.022,1.022,0.012,0.012,0.012,0.000,0.000
50,6,1.107,1.107,1.107,0.014,0.014,0.014,0.000,0.000
50,6,1.149,1.149,1.149,0.016,0.016,0.016,0.000,0.000
50,6,1.089,1.089,1.089,0.016,0.016,0.016,0.000,0.000
50,6,1.192,1.192,1.192,0.011,0.011,0.011,0.000,0.000
50,6,1.119,1.119,1.119,0.015,0.015,0.015,0.000,0.000
50,6,1.209,1.209,1.209,0.012,0.012,0.012,0.000,0.000
50,6,1.154,1.154,1.154,0.012,0.012,0.012,0.000,0.000
50,6,1.104,1.104,1.104,0.017,0.017,0.017,0.000,0.000
50,6,1.200,1.200,1.200,0.013,0.013,0.013,0.000,0.000
50,6,1.053,1.053,1.053,0.014,0.014,0.014,0.000,0.000
50,6,1.299,1.299,1.299,0.013,0.013,0.013,0.000,0.000
50,6,1.082,1.082,1.082,0.014,0.014,0.014,0.000,0.000
50,6,1.020,1.020,1.020,0.013,0.013,0.013,0.000,0.000
50,6,1.060,1.060,1.060,0.012,0.012,0.012,0.000,0.000
50,6,1.116,1.116,1.116,0.011,0.011,0.011,0.000,0.000
50,6,1.186,1.186,1.186,0.012,0.012,0.012,0.000,0.000
50,6,1.170,1.170,1.170,0.014,0.014,0.014,0.000,0.000
50,6,1.066,1.066,1.066,0.015,0.015,0.015,0.000,0.000
50,6,1.286,1.286,1.286,0.019,0.019,0.019,0.000,0.000
50,6,1.064,1.064,1.064,0.013,0.013,0.013,0.000,0.000
50,6,1.075,1.075,1.075,0.012,0.012,0.012,0.000,0.000
50,6,1.062,1.062,1.062,0.011,0.011,0.011,0.000,0.000
50,6,1.145,1.145,1.145,0.011,0.011,0.011,0.000,0.000
