N,K,Min Ratio,Average Ratio,Max Ratio,Min Time,Average Time,Max Time,Standard Deviation (Ratio),Standard Deviation (Time)
60,6,1.191,1.191,1.191,0.017,0.017,0.017,0.000,0.000
60,6,1.054,1.054,1.054,0.015,0.015,0.015,0.000,0.000
60,6,1.105,1.105,1.105,0.016,0.016,0.016,0.000,0.000
60,6,1.117,1.117,1.117,0.016,0.016,0.016,0.000,0.000
60,6,1.074,1.074,1.074,0.014,0.014,0.014,0.000,0.000
60,6,1.034,1.034,1.034,0.022,0.022,0.022,0.000,0.000
60,6,1.118,1.118,1.118,0.018,0.018,0.018,0.000,0.000
60,6,1.186,1.186,1.186,0.016,0.016,0.016,0.000,0.000
60,7,1.141,1.141,1.141,0.015,0.015,0.015,0.000,0.000
60,7,1.124,1.124,1.124,0.016,0.016,0.016,0.000,0.000
60,7,1.178,1.178,1.178,0.014,0.014,0.014,0.000,0.000
60,7,1.093,1.093,1.093,0.014,0.014,0.014,0.000,0.000
60,7,1.132,1.132,1.132,0.015,0.015,0.015,0.000,0.000
60,7,1.069,1.069,1.069,0.018,0.018,0.018,0.000,0.000
60,7,1.059,1.059,1.059,0.015,0.015,0.015,0.000,0.000
60,7,1.139,1.139,1.139,0.017,0.017,0.017,0.000,0.000
60,7,1.212,1.212,1.212,0.018,0.018,0.018,0.000,0.000
60,7,1.273,1.273,1.273,0.016,0.016,0.016,0.000,0.000
60,7,1.116,1.116,1.116,0.014,0.014,0.014,0.000,0.000
60,7,1.138,1.138,1.138,0.019,0.019,0.019,0.000,0.000
60,7,1.111,1.111,1.111,0.014,0.014,0.014,0.000,0.000
60,7,1.199,1.199,1.199,0.018,0.018,0.018,0.000,0.000
60,7,1.124,1.124,1.124,0.014,0.014,0.014,0.000,0.000
60,7,1.159,1.159,1.159,0.049,0.049,0.049,0.000,0.000
60,7,1.062,1.062,1.062,0.027,0.027,0.027,0.000,0.000
60,7,1.045,1.045,1.045,0.018,0.018,0.018,0.000,0.000
60,7,1.039,1.039,1.039,0.020,0.020,0.020,0.000,0.000
60,7,1.100,1.100,1.100,0.016,0.016,0.016,0.000,0.000
60,7,1.059,1.059,1.059,0.025,0.025,0.025,0.000,0.000
60,7,1.094,1.094,1.094,0.017,0.017,0.017,0.000,0.000
60,7,1.143,1.143,1.143,0.018,0.018,0.018,0.000,0.000
60,7,1.165,1.165,1.165,0.026,0.026,0.026,0.000,0.000
60,7,1.077,1.077,1.077,0.018,0.018,0.018,0.000,0.000
60,7,1.158,1.158,1.158,0.016,0.016,0.016,0.000,0.000
60,7,1.156,1.156,1.156,0.014,0.014,0.014,0.000,0.000
60,7,1.140,1.140,1.140,0.016,0.016,0.016,0.000,0.000
60,7,1.150,1.150,1.150,0.014,0.014,0.014,0.000,0.000
60,7,1.073,1.073,1.073,0.017,0.017,0.017,0.000,0.000
60,7,1.087,1.087,1.087,0.021,0.021,0.021,0.000,0.000
60,7,1.115,1.115,1.115,0.014,0.014,0.014,0.000,0.000
60,7,1.039,1.039,1.039,0.016,0.016,0.016,0.000,0.000
60,7,1.108,1.108,1.108,0.015,0.015,0.015,0.000,0.000
60,7,1.139,1.139,1.139,0.016,0.016,0.016,0.000,0.000
60,7,1.087,1.087,1.087,0.014,0.014,0.014,0.000,0.000
60,7,1.054,1.054,1.054,0.016,0.016,0.016,0.000,0.000
60,7,1.110,1.110,1.110,0.017,0.017,0.017,0.000,0.000
60,7,1.083,1.083,1.083,0.015,0.015,0.015,0.000,0.000
60,7,1.175,1.175,1.175,0.014,0.014,0.014,0.000,0.000
60,7,1.054,1.054,1.054,0.014,0.014,0.014,0.000,0.000
60,7,1.184,1.184,1.184,0.017,0.017,0.017,0.000,0.000
60,7,1.119,1.119,1.119,0.015,0.015,0.015,0.000,0.000
60,7,1.200,1.200,1.200,0.019,0.019,0.019,0.000,0.000
60,7,1.146,1.146,1.146,0.016,0.016,0.016,0.000,0.000
60,7,1.100,1.100,1.100,0.017,0.017,0.017,0.000,0.000
60,7,1.092,1.092,1.092,0.017,0.017,0.017,0.000,0.000
60,7,1.125,1.125,1.125,0.020,0.020,0.020,0.000,0.000
60,7,1.136,1.136,1.136,0.015,0.015,0.015,0.000,0.000
60,7,1.070,1.070,1.070,0.015,0.015,0.015,0.000,0.000
60,7,1.146,1.146,1.146,0.015,0.015,0.015,0.000,0.000
60,7,1.104,1.104,1.104,0.014,0.014,0.014,0.000,0.000
60,7,1.137,1.137,1.137,0.017,0.017,0.017,0.000,0.000
60,7,1.097,1.097,1.097,0.018,0.018,0.018,0.000,0.000
60,7,1.095,1.095,1.095,0.016,0.016,0.016,0.000,0.000
60,7,1.060,1.060,1.060,0.014,0.014,0.014,0.000,0.000
60,7,1.034,1.034,1.034,0.020,0.020,0.020,0.000,0.000
60,7,1.102,1.102,1.102,0.014,0.014,0.014,0.000,0.000
60,7,1.207,1.207,1.207,0.016,0.016,0.016,0.000,0.000
60,7,1.139,1.139,1.139,0.016,0.016,0.016,0.000,0.000
60,7,1.144,1.144,1.144,0.017,0.017,0.017,0.000,0.000
60,7,1.071,1.071,1.071,0.014,0.014,0.014,0.000,0.000
60,7,1.181,1.181,1.181,0.014,0.014,0.014,0.000,0.000
60,7,1.127,1.127,1.127,0.015,0.015,0.015,0.000,0.000
60,7,1.177,1.177,1.177,0.015,0.015,0.015,0.000,0.000
60,7,1.060,1.060,1.060,0.014,0.014,0.014,0.000,0.000
60,7,1.079,1.079,1.079,0.015,0.015,0.015,0.000,0.000
60,7,1.082,1.082,1.082,0.014,0.014,0.014,0.000,0.000
60,7,1.139,1.139,1.139,0.016,0.016,0.016,0.000,0.000
60,7,1.104,1.104,1.104,0.013,0.013,0.013,0.000,0.000
60,7,1.062,1.062,1.062,0.017,0.017,0.017,0.000,0.000
60,7,1.278,1.278,1.278,0.026,0.026,0.026,0.000,0.000
60,7,1.090,1.090,1.090,0.014,0.014,0.014,0.000,0.000
60,7,1.151,1.151,1.151,0.017,0.017,0.017,0.000,0.000
60,7,1.051,1.051,1.051,0.015,0.015,0.015,0.000,0.000
60,7,1.125,1.125,1.125,0.014,0.014,0.014,0.000,0.000
60,7,1.108,1.108,1.108,0.015,0.015,0.015,0.000,0.000
60,7,1.223,1.223,1.223,0.018,0.018,0.018,0.000,0.000
60,7,1.111,1.111,1.111,0.017,0.017,0.017,0.000,0.000
60,7,1.175,1.175,1.175,0.014,0.014,0.014,0.000,0.000
60,7,1.171,1.171,1.171,0.018,0.018,0.018,0.000,0.000
60,7,1.187,1.187,1.187,0.015,0.015,0.015,0.000,0.000
60,7,1.064,1.064,1.064,0.016,0.016,0.016,0.000,0.000
60,7,1.146,1.146,1.146,0.016,0.016,0.016,0.000,0.000
60,7,1.184,1.184,1.184,0.019,0.019,0.019,0.000,0.000
60,7,1.026,1.026,1.026,0.015,0.015,0.015,0.000,0.000
60,7,1.027,1.027,1.027,0.014,0.014,0.014,0.000,0.000
60,7,1.173,1.173,1.173,0.016,0.016,0.016,0.000,0.000
60,7,1.174,1.174,1.174,0.015,0.015,0.015,0.000,0.000
60,7,1.073,1.073,1.073,0.016,0.016,0.016,0.000,0.000
60,7,1.162,1.162,1.162,0.016,0.016,0.016,0.000,0.000
60,7,1.070,1.070,1.070,0.014,0.014,0.014,0.000,0.000
60,7,1.019,1.019,1.019,0.015,0.015,0.015,0.000,0.000
60,7,1.135,1.135,1.135,0.016,0.016,0.016,0.000,0.000
60,7,1.245,1.245,1.245,0.014,0.014,0.014,0.000,0.000
60,7,1.087,1.087,1.087,0.017,0.017,0.017,0.000,0.000
60,7,1.161,1.161,1.161,0.014,0.014,0.014,0.000,0.000
60,7,1.267,1.267,1.267,0.016,0.016,0.016,0.000,0.000
60,7,1.135,1.135,1.135,0.016,0.016,0.016,0.000,0.000
60,7,1.070,1.070,1.070,0.015,0.015,0.015,0.000,0.000
60,8,1.093,1.093,1.093,0.014,0.014,0.014,0.000,0.000
60,8,1.091,1.091,1.091,0.015,0.015,0.015,0.000,0.000
60,8,1.197,1.197,1.197,0.024,0.024,0.024,0.000,0.000
60,8,1.057,1.057,1.057,0.017,0.017,0.017,0.000,0.000
60,8,1.190,1.190,1.190,0.014,0.014,0.014,0.000,0.000
60,8,1.128,1.128,1.128,0.016,0.016,0.016,0.000,0.000
60,8,1.168,1.168,1.168,0.015,0.015,0.015,0.000,0.000
60,8,1.127,1.127,1.127,0.015,0.015,0.015,0.000,0.000
60,8,1.107,1.107,1.107,0.015,0.015,0.015,0.000,0.000
60,8,1.153,1.153,1.153,0.018,0.018,0.018,0.000,0.000
60,8,1.095,1.095,1.095,0.018,0.018,0.018,0.000,0.000
60,8,1.110,1.110,1.110,0.018,0.018,0.018,0.000,0.000
60,8,1.117,1.117,1.117,0.019,0.019,0.019,0.000,0.000
60,8,1.379,1.379,1.379,0.014,0.014,0.014,0.000,0.000
60,8,1.201,1.201,1.201,0.016,0.016,0.016,0.000,0.000
60,8,1.049,1.049,1.049,0.015,0.015,0.015,0.000,0.000
60,8,1.108,1.108,1.108,0.015,0.015,0.015,0.000,0.000
60,8,1.055,1.055,1.055,0.014,0.014,0.014,0.000,0.000
60,8,1.076,1.076,1.076,0.014,0.014,0.014,0.000,0.000
60,8,1.106,1.106,1.106,0.018,0.018,0.018,0.000,0.000
60,8,1.095,1.095,1.095,0.016,0.016,0.016,0.000,0.000
60,8,1.057,1.057,1.057,0.014,0.014,0.014,0.000,0.000
60,8,1.041,1.041,1.041,0.013,0.013,0.013,0.000,0.000
60,8,1.056,1.056,1.056,0.014,0.014,0.014,0.000,0.000
60,8,1.182,1.182,1.182,0.019,0.019,0.019,0.000,0.000
60,8,1.203,1.203,1.203,0.015,0.015,0.015,0.000,0.000
60,8,1.086,1.086,1.086,0.016,0.016,0.016,0.000,0.000
60,8,1.125,1.125,1.125,0.021,0.021,0.021,0.000,0.000
60,8,1.069,1.069,1.069,0.017,0.017,0.017,0.000,0.000
60,8,1.200,1.200,1.200,0.016,0.016,0.016,0.000,0.000
60,8,1.091,1.091,1.091,0.016,0.016,0.016,0.000,0.000
60,8,1.079,1.079,1.079,0.021,0.021,0.021,0.000,0.000
60,8,1.037,1.037,1.037,0.015,0.015,0.015,0.000,0.000
60,8,1.085,1.085,1.085,0.016,0.016,0.016,0.000,0.000
60,8,1.207,1.207,1.207,0.015,0.015,0.015,0.000,0.000
60,8,1.022,1.022,1.022,0.016,0.016,0.016,0.000,0.000
60,8,1.030,1.030,1.030,0.022,0.022,0.022,0.000,0.000
60,8,1.261,1.261,1.261,0.014,0.014,0.014,0.000,0.000
60,8,1.108,1.108,1.108,0.021,0.021,0.021,0.000,0.000
60,8,1.130,1.130,1.130,0.017,0.017,0.017,0.000,0.000
60,8,1.187,1.187,1.187,0.016,0.016,0.016,0.000,0.000
60,8,1.079,1.079,1.079,0.016,0.016,0.016,0.000,0.000
60,8,1.102,1.102,1.102,0.016,0.016,0.016,0.000,0.000
60,8,1.245,1.245,1.245,0.021,0.021,0.021,0.000,0.000
60,8,1.114,1.114,1.114,0.015,0.015,0.015,0.000,0.000
60,8,1.230,1.230,1.230,0.017,0.017,0.017,0.000,0.000
60,8,1.192,1.192,1.192,0.013,0.013,0.013,0.000,0.000
60,8,1.069,1.069,1.069,0.016,0.016,0.016,0.000,0.000
60,8,1.052,1.052,1.052,0.023,0.023,0.023,0.000,0.000
60,8,1.111,1.111,1.111,0.016,0.016,0.016,0.000,0.000
60,8,1.197,1.197,1.197,0.015,0.015,0.015,0.000,0.000
60,8,1.087,1.087,1.087,0.024,0.024,0.024,0.000,0.000
60,8,1.102,1.102,1.102,0.018,0.018,0.018,0.000,0.000
60,8,1.109,1.109,1.109,0.017,0.017,0.017,0.000,0.000
60,8,1.039,1.039,1.039,0.015,0.015,0.015,0.000,0.000
60,8,1.207,1.207,1.207,0.024,0.024,0.024,0.000,0.000
60,8,1.218,1.218,1.218,0.016,0.016,0.016,0.000,0.000
60,8,1.186,1.186,1.186,0.018,0.018,0.018,0.000,0.000
60,8,1.092,1.092,1.092,0.014,0.014,0.014,0.000,0.000
60,8,1.073,1.073,1.073,0.014,0.014,0.014,0.000,0.000
60,8,1.051,1.051,1.051,0.023,0.023,0.023,0.000,0.000
60,8,1.124,1.124,1.124,0.016,0.016,0.016,0.000,0.000
60,8,1.236,1.236,1.236,0.015,0.015,0.015,0.000,0.000
60,8,1.090,1.090,1.090,0.016,0.016,0.016,0.000,0.000
60,8,1.041,1.041,1.041,0.014,0.014,0.014,0.000,0.000
60,8,1.102,1.102,1.102,0.015,0.015,0.015,0.000,0.000
60,8,1.100,1.100,1.100,0.014,0.014,0.014,0.000,0.000
60,8,1.047,1.047,1.047,0.014,0.014,0.014,0.000,0.000
60,8,1.118,1.118,1.118,0.014,0.014,0.014,0.000,0.000
60,8,1.160,1.160,1.160,0.014,0.014,0.014,0.000,0.000
60,8,1.131,1.131,1.131,0.014,0.014,0.014,0.000,0.000
60,8,1.112,1.112,1.112,0.018,0.018,0.018,0.000,0.000
60,8,1.104,1.104,1.104,0.019,0.019,0.019,0.000,0.000
60,8,1.092,1.092,1.092,0.015,0.015,0.015,0.000,0.000
60,8,1.150,1.150,1.150,0.015,0.015,0.015,0.000,0.000
60,8,1.133,1.133,1.133,0.016,0.016,0.016,0.000,0.000
60,8,1.129,1.129,1.129,0.014,0.014,0.014,0.000,0.000
60,8,1.229,1.229,1.229,0.014,0.014,0.014,0.000,0.000
60,8,1.176,1.176,1.176,0.014,0.014,0.014,0.000,0.000
60,8,1.168,1.168,1.168,0.017,0.017,0.017,0.000,0.000
60,8,1.197,1.197,1.197,0.016,0.016,0.016,0.000,0.000
60,8,1.081,1.081,1.081,0.020,0.020,0.020,0.000,0.000
60,8,1.044,1.044,1.044,0.017,0.017,0.017,0.000,0.000
60,8,1.082,1.082,1.082,0.016,0.016,0.016,0.000,0.000
60,8,1.154,1.154,1.154,0.015,0.015,0.015,0.000,0.000
60,8,1.125,1.125,1.125,0.015,0.015,0.015,0.000,0.000
60,8,1.157,1.157,1.157,0.020,0.020,0.020,0.000,0.000
60,8,1.113,1.113,1.113,0.019,0.019,0.019,0.000,0.000
60,8,1.133,1.133,1.133,0.015,0.015,0.015,0.000,0.000
60,8,1.072,1.072,1.072,0.016,0.016,0.016,0.000,0.000
60,8,1.046,1.046,1.046,0.017,0.017,0.017,0.000,0.000
60,8,1.157,1.157,1.157,0.020,0.020,0.020,0.000,0.000
60,8,1.078,1.078,1.078,0.020,0.020,0.020,0.000,0.000
60,8,1.099,1.099,1.099,0.016,0.016,0.016,0.000,0.000
60,8,1.086,1.086,1.086,0.015,0.015,0.015,0.000,0.000
60,8,1.139,1.139,1.139,0.015,0.015,0.015,0.000,0.000
60,8,1.068,1.068,1.068,0.015,0.015,0.015,0.000,0.000
60,8,1.098,1.098,1.098,0.022,0.022,0.022,0.000,0.000
60,8,1.094,1.094,1.094,0.015,0.015,0.015,0.000,0.000
60,8,1.039,1.039,1.039,0.014,0.014,0.014,0.000,0.000
60,9,1.099,1.099,1.099,0.014,0.014,0.014,0.000,0.000
60,9,1.154,1.154,1.154,0.019,0.019,0.019,0.000,0.000
60,9,1.085,1.085,1.085,0.014,0.014,0.014,0.000,0.000
60,9,1.239,1.239,1.239,0.016,0.016,0.016,0.000,0.000
60,9,1.177,1.177,1.177,0.015,0.015,0.015,0.000,0.000
60,9,1.161,1.161,1.161,0.016,0.016,0.016,0.000,0.000
60,9,1.175,1.175,1.175,0.014,0.014,0.014,0.000,0.000
60,9,1.121,1.121,1.121,0.014,0.014,0.014,0.000,0.000
60,9,1.067,1.067,1.067,0.025,0.025,0.025,0.000,0.000
60,9,1.150,1.150,1.150,0.014,0.014,0.014,0.000,0.000
60,9,1.208,1.208,1.208,0.015,0.015,0.015,0.000,0.000
60,9,1.084,1.084,1.084,0.015,0.015,0.015,0.000,0.000
60,9,1.066,1.066,1.066,0.016,0.016,0.016,0.000,0.000
60,9,1.081,1.081,1.081,0.022,0.022,0.022,0.000,0.000
60,9,1.097,1.097,1.097,0.016,0.016,0.016,0.000,0.000
60,9,1.128,1.128,1.128,0.018,0.018,0.018,0.000,0.000
60,9,1.200,1.200,1.200,0.015,0.015,0.015,0.000,0.000
60,9,1.138,1.138,1.138,0.014,0.014,0.014,0.000,0.000
60,9,1.060,1.060,1.060,0.016,0.016,0.016,0.000,0.000
60,9,1.127,1.127,1.127,0.014,0.014,0.014,0.000,0.000
60,9,1.107,1.107,1.107,0.014,0.014,0.014,0.000,0.000
60,9,1.153,1.153,1.153,0.016,0.016,0.016,0.000,0.000
60,9,1.041,1.041,1.041,0.019,0.019,0.019,0.000,0.000
60,9,1.076,1.076,1.076,0.015,0.015,0.015,0.000,0.000
60,9,1.078,1.078,1.078,0.015,0.015,0.015,0.000,0.000
60,9,1.196,1.196,1.196,0.020,0.020,0.020,0.000,0.000
60,9,1.255,1.255,1.255,0.015,0.015,0.015,0.000,0.000
60,9,1.213,1.213,1.213,0.015,0.015,0.015,0.000,0.000
60,9,1.107,1.107,1.107,0.017,0.017,0.017,0.000,0.000
60,9,1.093,1.093,1.093,0.016,0.016,0.016,0.000,0.000
60,9,1.050,1.050,1.050,0.015,0.015,0.015,0.000,0.000
60,9,1.099,1.099,1.099,0.014,0.014,0.014,0.000,0.000
60,9,1.103,1.103,1.103,0.020,0.020,0.020,0.000,0.000
60,9,1.051,1.051,1.051,0.014,0.014,0.014,0.000,0.000
60,9,1.080,1.080,1.080,0.014,0.014,0.014,0.000,0.000
60,9,1.084,1.084,1.084,0.013,0.013,0.013,0.000,0.000
60,9,1.081,1.081,1.081,0.014,0.014,0.014,0.000,0.000
60,9,1.125,1.125,1.125,0.018,0.018,0.018,0.000,0.000
60,9,1.202,1.202,1.202,0.016,0.016,0.016,0.000,0.000
60,9,1.135,1.135,1.135,0.016,0.016,0.016,0.000,0.000
60,9,1.221,1.221,1.221,0.014,0.014,0.014,0.000,0.000
60,9,1.144,1.144,1.144,0.014,0.014,0.014,0.000,0.000
60,9,1.108,1.108,1.108,0.015,0.015,0.015,0.000,0.000
60,9,1.051,1.051,1.051,0.017,0.017,0.017,0.000,0.000
60,9,1.095,1.095,1.095,0.019,0.019,0.019,0.000,0.000
60,9,1.102,1.102,1.102,0.017,0.017,0.017,0.000,0.000
60,9,1.094,1.094,1.094,0.020,0.020,0.020,0.000,0.000
60,9,1.186,1.186,1.186,0.024,0.024,0.024,0.000,0.000
60,9,1.165,1.165,1.165,0.018,0.018,0.018,0.000,0.000
60,9,1.061,1.061,1.061,0.016,0.016,0.016,0.000,0.000
60,9,1.061,1.061,1.061,0.017,0.017,0.017,0.000,0.000
60,9,1.082,1.082,1.082,0.014,0.014,0.014,0.000,0.000
60,9,1.084,1.084,1.084,0.018,0.018,0.018,0.000,0.000
60,9,1.113,1.113,1.113,0.017,0.017,0.017,0.000,0.000
60,9,1.194,1.194,1.194,0.016,0.016,0.016,0.000,0.000
60,9,1.182,1.182,1.182,0.019,0.019,0.019,0.000,0.000
60,9,1.210,1.210,1.210,0.016,0.016,0.016,0.000,0.000
60,9,1.093,1.093,1.093,0.018,0.018,0.018,0.000,0.000
60,9,1.220,1.220,1.220,0.029,0.029,0.029,0.000,0.000
60,9,1.043,1.043,1.043,0.015,0.015,0.015,0.000,0.000
60,9,1.160,1.160,1.160,0.017,0.017,0.017,0.000,0.000
60,9,1.098,1.098,1.098,0.014,0.014,0.014,0.000,0.000
60,9,1.187,1.187,1.187,0.018,0.018,0.018,0.000,0.000
60,9,1.045,1.045,1.045,0.017,0.017,0.017,0.000,0.000
60,9,1.121,1.121,1.121,0.015,0.015,0.015,0.000,0.000
60,9,1.097,1.097,1.097,0.017,0.017,0.017,0.000,0.000
60,9,1.068,1.068,1.068,0.016,0.016,0.016,0.000,0.000
60,9,1.157,1.157,1.157,0.019,0.019,0.019,0.000,0.000
60,9,1.087,1.087,1.087,0.018,0.018,0.018,0.000,0.000
60,9,1.112,1.112,1.112,0.015,0.015,0.015,0.000,0.000
60,9,1.127,1.127,1.127,0.019,0.019,0.019,0.000,0.000
60,9,1.087,1.087,1.087,0.018,0.018,0.018,0.000,0.000
60,9,1.131,1.131,1.131,0.018,0.018,0.018,0.000,0.000
60,9,1.116,1.116,1.116,0.018,0.018,0.018,0.000,0.000
60,9,1.200,1.200,1.200,0.016,0.016,0.016,0.000,0.000
60,9,1.241,1.241,1.241,0.015,0.015,0.015,0.000,0.000
60,9,1.107,1.107,1.107,0.015,0.015,0.015,0.000,0.000
60,9,1.170,1.170,1.170,0.014,0.014,0.014,0.000,0.000
60,9,1.176,1.176,1.176,0.014,0.014,0.014,0.000,0.000
60,9,1.192,1.192,1.192,0.014,0.014,0.014,0.000,0.000
60,9,1.071,1.071,1.071,0.018,0.018,0.018,0.000,0.000
60,9,1.186,1.186,1.186,0.015,0.015,0.015,0.000,0.000
60,9,1.112,1.112,1.112,0.014,0.014,0.014,0.000,0.000
60,9,1.032,1.032,1.032,0.020,0.020,0.020,0.000,0.000
60,9,1.160,1.160,1.160,0.015,0.015,0.015,0.000,0.000
60,9,1.161,1.161,1.161,0.017,0.017,0.017,0.000,0.000
60,9,1.126,1.126,1.126,0.014,0.014,0.014,0.000,0.000
60,9,1.076,1.076,1.076,0.014,0.014,0.014,0.000,0.000
60,9,1.045,1.045,1.045,0.017,0.017,0.017,0.000,0.000
60,9,1.156,1.156,1.156,0.014,0.014,0.014,0.000,0.000
60,9,1.215,1.215,1.215,0.014,0.014,0.014,0.000,0.000
60,9,1.159,1.159,1.159,0.016,0.016,0.016,0.000,0.000
60,9,1.176,1.176,1.176,0.017,0.017,0.017,0.000,0.000
60,9,1.068,1.068,1.068,0.016,0.016,0.016,0.000,0.000
60,9,1.063,1.063,1.063,0.020,0.020,0.020,0.000,0.000
60,9,1.095,1.095,1.095,0.015,0.015,0.015,0.000,0.000
60,9,1.167,1.167,1.167,0.022,0.022,0.022,0.000,0.000
60,9,1.164,1.164,1.164,0.014,0.014,0.014,0.000,0.000
60,9,1.059,1.059,1.059,0.015,0.015,0.015,0.000,0.000
60,9,1.096,1.096,1.096,0.015,0.015,0.015,0.000,0.000
60,10,1.033,1.033,1.033,0.014,0.014,0.014,0.000,0.000
60,10,1.126,1.126,1.126,0.016,0.016,0.016,0.000,0.000
60,10,1.098,1.098,1.098,0.014,0.014,0.014,0.000,0.000
60,10,1.154,1.154,1.154,0.014,0.014,0.014,0.000,0.000
60,10,1.100,1.100,1.100,0.014,0.014,0.014,0.000,0.000
60,10,1.085,1.085,1.085,0.016,0.016,0.016,0.000,0.000
60,10,1.070,1.070,1.070,0.016,0.016,0.016,0.000,0.000
60,10,1.076,1.076,1.076,0.016,0.016,0.016,0.000,0.000
60,10,1.111,1.111,1.111,0.015,0.015,0.015,0.000,0.000
60,10,1.075,1.075,1.075,0.014,0.014,0.014,0.000,0.000
60,10,1.191,1.191,1.191,0.015,0.015,0.015,0.000,0.000
60,10,1.091,1.091,1.091,0.016,0.016,0.016,0.000,0.000
60,10,1.201,1.201,1.201,0.017,0.017,0.017,0.000,0.000
60,10,1.028,1.028,1.028,0.014,0.014,0.014,0.000,0.000
60,10,1.164,1.164,1.164,0.015,0.015,0.015,0.000,0.000
60,10,1.133,1.133,1.133,0.020,0.020,0.020,0.000,0.000
60,10,1.102,1.102,1.102,0.014,0.014,0.014,0.000,0.000
60,10,1.076,1.076,1.076,0.017,0.017,0.017,0.000,0.000
60,10,1.218,1.218,1.218,0.014,0.014,0.014,0.000,0.000
60,10,1.213,1.213,1.213,0.016,0.016,0.016,0.000,0.000
60,10,1.092,1.092,1.092,0.015,0.015,0.015,0.000,0.000
60,10,1.103,1.103,1.103,0.014,0.014,0.014,0.000,0.000
60,10,1.073,1.073,1.073,0.019,0.019,0.019,0.000,0.000
60,10,1.177,1.177,1.177,0.014,0.014,0.014,0.000,0.000
60,10,1.239,1.239,1.239,0.017,0.017,0.017,0.000,0.000
60,10,1.115,1.115,1.115,0.013,0.013,0.013,0.000,0.000
60,10,1.079,1.079,1.079,0.020,0.020,0.020,0.000,0.000
60,10,1.177,1.177,1.177,0.014,0.014,0.014,0.000,0.000
60,10,1.156,1.156,1.156,0.015,0.015,0.015,0.000,0.000
60,10,1.100,1.100,1.100,0.022,0.022,0.022,0.000,0.000
60,10,1.286,1.286,1.286,0.019,0.019,0.019,0.000,0.000
60,10,1.173,1.173,1.173,0.015,0.015,0.015,0.000,0.000
60,10,1.180,1.180,1.180,0.016,0.016,0.016,0.000,0.000
60,10,1.113,1.113,1.113,0.014,0.014,0.014,0.000,0.000
60,10,1.276,1.276,1.276,0.015,0.015,0.015,0.000,0.000
60,10,1.175,1.175,1.175,0.014,0.014,0.014,0.000,0.000
60,10,1.091,1.091,1.091,0.022,0.022,0.022,0.000,0.000
60,10,1.253,1.253,1.253,0.017,0.017,0.017,0.000,0.000
60,10,1.125,1.125,1.125,0.016,0.016,0.016,0.000,0.000
60,10,1.137,1.137,1.137,0.014,0.014,0.014,0.000,0.000
60,10,1.104,1.104,1.104,0.019,0.019,0.019,0.000,0.000
60,10,1.047,1.047,1.047,0.014,0.014,0.014,0.000,0.000
60,10,1.219,1.219,1.219,0.014,0.014,0.014,0.000,0.000
60,10,1.055,1.055,1.055,0.017,0.017,0.017,0.000,0.000
60,10,1.057,1.057,1.057,0.014,0.014,0.014,0.000,0.000
60,10,1.177,1.177,1.177,0.015,0.015,0.015,0.000,0.000
60,10,1.167,1.167,1.167,0.017,0.017,0.017,0.000,0.000
60,10,1.264,1.264,1.264,0.020,0.020,0.020,0.000,0.000
60,10,1.109,1.109,1.109,0.014,0.014,0.014,0.000,0.000
60,10,1.107,1.107,1.107,0.016,0.016,0.016,0.000,0.000
60,10,1.116,1.116,1.116,0.016,0.016,0.016,0.000,0.000
60,10,1.231,1.231,1.231,0.014,0.014,0.014,0.000,0.000
60,10,1.266,1.266,1.266,0.016,0.016,0.016,0.000,0.000
60,10,1.210,1.210,1.210,0.016,0.016,0.016,0.000,0.000
60,10,1.117,1.117,1.117,0.015,0.015,0.015,0.000,0.000
60,10,1.303,1.303,1.303,0.019,0.019,0.019,0.000,0.000
60,10,1.076,1.076,1.076,0.014,0.014,0.014,0.000,0.000
60,10,1.214,1.214,1.214,0.014,0.014,0.014,0.000,0.000
60,10,1.210,1.210,1.210,0.016,0.016,0.016,0.000,0.000
60,10,1.059,1.059,1.059,0.015,0.015,0.015,0.000,0.000
60,10,1.117,1.117,1.117,0.013,0.013,0.013,0.000,0.000
60,10,1.096,1.096,1.096,0.014,0.014,0.014,0.000,0.000
60,10,1.073,1.073,1.073,0.014,0.014,0.014,0.000,0.000
60,10,1.136,1.136,1.136,0.014,0.014,0.014,0.000,0.000
60,10,1.193,1.193,1.193,0.016,0.016,0.016,0.000,0.000
60,10,1.163,1.163,1.163,0.016,0.016,0.016,0.000,0.000
60,10,1.158,1.158,1.158,0.014,0.014,0.014,0.000,0.000
60,10,1.255,1.255,1.255,0.015,0.015,0.015,0.000,0.000
60,10,1.162,1.162,1.162,0.013,0.013,0.013,0.000,0.000
60,10,1.134,1.134,1.134,0.014,0.014,0.014,0.000,0.000
60,10,1.082,1.082,1.082,0.017,0.017,0.017,0.000,0.000
60,10,1.191,1.191,1.191,0.021,0.021,0.021,0.000,0.000
60,10,1.162,1.162,1.162,0.024,0.024,0.024,0.000,0.000
60,10,1.148,1.148,1.148,0.014,0.014,0.014,0.000,0.000
60,10,1.167,1.167,1.167,0.014,0.014,0.014,0.000,0.000
60,10,1.108,1.108,1.108,0.015,0.015,0.015,0.000,0.000
60,10,1.186,1.186,1.186,0.016,0.016,0.016,0.000,0.000
60,10,1.073,1.073,1.073,0.017,0.017,0.017,0.000,0.000
60,10,1.169,1.169,1.169,0.014,0.014,0.014,0.000,0.000
